number_to_find	slope	count
3696	1.3498555654544964e-05	1
3698	0.0	0
3723	8.099133392726978e-05	6
3725	0.0	0
3740	1.3498555654544964e-05	1
3742	0.0	0
3759	2.699711130908993e-05	2
3762	4.049566696363489e-05	3
3764	0.0	0
3806	1.3498555654544964e-05	1
3808	0.0	0
3825	1.3498555654544964e-05	1
3872	4.049566696363489e-05	3
3874	0.0	0
3886	0.0	0
3916	4.049566696363489e-05	3
3918	0.0	0
3930	0.0	0
3952	1.3498555654544964e-05	1
3960	5.399422261817986e-05	4
3962	0.0	0
3974	0.0	0
3991	2.699711130908993e-05	2
3994	0.0	0
4018	0.0	0
4038	1.3498555654544964e-05	1
4040	0.0	0
4057	0.0	0
4101	1.3498555654544964e-05	1
4118	9.448988958181474e-05	7
4121	0.0	0
4148	1.3498555654544964e-05	1
4150	1.3498555654544964e-05	1
4153	1.3498555654544964e-05	1
4155	0.0	0
4165	1.3498555654544964e-05	1
4167	0.0	0
4187	0.0	0
4211	1.3498555654544964e-05	1
4233	0.0	0
4258	4.049566696363489e-05	3
4260	0.0	0
4294	4.049566696363489e-05	3
4297	0.0	0
4324	1.3498555654544964e-05	1
4326	0.0	0
4341	1.3498555654544964e-05	1
4343	1.3498555654544964e-05	1
4363	1.3498555654544964e-05	1
4365	1.3498555654544964e-05	1
4368	6.749277827272481e-05	5
4370	0.0	0
4390	2.699711130908993e-05	2
4392	0.0	0
4404	2.699711130908993e-05	2
4407	1.3498555654544964e-05	1
4409	0.0	0
4451	1.3498555654544964e-05	1
4453	0.0	0
4470	1.3498555654544964e-05	1
4517	2.699711130908993e-05	2
4519	0.0	0
4531	5.399422261817986e-05	4
4534	1.3498555654544964e-05	1
4536	0.0	0
4578	1.3498555654544964e-05	1
4580	0.0	0
4600	1.3498555654544964e-05	1
4602	0.0	0
4619	2.699711130908993e-05	2
4622	1.3498555654544964e-05	1
4624	0.0	0
4641	1.3498555654544964e-05	1
4644	1.3498555654544964e-05	1
4646	0.0	0
4666	1.3498555654544964e-05	1
4668	0.0	0
4707	1.3498555654544964e-05	1
4729	2.699711130908993e-05	2
4732	1.3498555654544964e-05	1
4734	0.0	0
4754	1.3498555654544964e-05	1
4756	0.0	0
4798	2.699711130908993e-05	2
4800	0.0	0
4878	4.049566696363489e-05	3
4881	1.3498555654544964e-05	1
4883	0.0	0
4900	2.699711130908993e-05	2
4903	1.3498555654544964e-05	1
4905	0.0	0
4925	1.3498555654544964e-05	1
4927	1.3498555654544964e-05	1
4969	1.3498555654544964e-05	1
4971	1.3498555654544964e-05	1
4996	6.749277827272481e-05	5
4998	0.0	0
5018	4.049566696363489e-05	3
5020	0.0	0
5032	2.699711130908993e-05	2
5035	1.3498555654544964e-05	1
5037	0.0	0
5049	5.399422261817986e-05	4
5052	0.0	0
5057	2.699711130908993e-05	2
5059	0.0	0
5079	2.699711130908993e-05	2
5081	0.0	0
5096	0.0	0
5118	0.0	0
5159	2.699711130908993e-05	2
5162	1.3498555654544964e-05	1
5164	0.0	0
5181	2.699711130908993e-05	2
5184	1.3498555654544964e-05	1
5186	0.0	0
5206	1.3498555654544964e-05	1
5208	0.0	0
5250	1.3498555654544964e-05	1
5252	0.0	0
5269	2.699711130908993e-05	2
5272	1.3498555654544964e-05	1
5274	0.0	0
5291	1.3498555654544964e-05	1
5294	1.3498555654544964e-05	1
5296	0.0	0
5316	1.3498555654544964e-05	1
5318	0.0	0
5335	1.3498555654544964e-05	1
5357	0.0	0
5382	2.699711130908993e-05	2
5384	0.0	0
5484	2.699711130908993e-05	2
5487	2.699711130908993e-05	2
5489	0.0	0
5514	5.399422261817986e-05	4
5516	0.0	0
5531	1.3498555654544964e-05	1
5533	0.0	0
5550	1.3498555654544964e-05	1
5597	1.3498555654544964e-05	1
5599	0.0	0
5616	2.699711130908993e-05	2
5663	2.699711130908993e-05	2
5665	0.0	0
5685	2.699711130908993e-05	2
5687	0.0	0
5765	2.699711130908993e-05	2
5768	2.699711130908993e-05	2
5770	0.0	0
5795	4.049566696363489e-05	3
5797	0.0	0
5812	1.3498555654544964e-05	1
5814	0.0	0
5826	4.049566696363489e-05	3
5829	0.0	0
5853	2.699711130908993e-05	2
5856	1.3498555654544964e-05	1
5858	0.0	0
5873	1.3498555654544964e-05	1
5875	2.699711130908993e-05	2
5878	1.3498555654544964e-05	1
5880	0.0	0
5895	0.0	0
5900	2.699711130908993e-05	2
5902	0.0	0
5944	4.049566696363489e-05	3
5946	0.0	0
6024	1.3498555654544964e-05	1
6027	2.699711130908993e-05	2
6029	0.0	0
6046	1.3498555654544964e-05	1
6049	2.699711130908993e-05	2
6051	0.0	0
6068	0.0	0
6107	5.399422261817986e-05	4
6110	1.3498555654544964e-05	1
6112	0.0	0
6134	0.0	0
6154	1.3498555654544964e-05	1
6156	0.0	0
6176	1.3498555654544964e-05	1
6178	0.0	0
6239	2.699711130908993e-05	2
6242	1.3498555654544964e-05	1
6244	0.0	0
6283	1.3498555654544964e-05	1
6308	2.699711130908993e-05	2
6310	0.0	0
6322	4.049566696363489e-05	3
6325	1.3498555654544964e-05	1
6327	0.0	0
6352	1.3498555654544964e-05	1
6354	0.0	0
6366	2.699711130908993e-05	2
6391	1.3498555654544964e-05	1
6393	0.0	0
6410	4.049566696363489e-05	3
6418	2.699711130908993e-05	2
6420	0.0	0
6435	1.3498555654544964e-05	1
6437	0.0	0
6457	1.3498555654544964e-05	1
6459	0.0	0
6479	1.3498555654544964e-05	1
6481	1.3498555654544964e-05	1
6520	2.699711130908993e-05	2
6523	2.699711130908993e-05	2
6525	0.0	0
6550	5.399422261817986e-05	4
6552	0.0	0
6567	1.3498555654544964e-05	1
6569	0.0	0
6586	1.3498555654544964e-05	1
6633	2.699711130908993e-05	2
6635	0.0	0
6652	1.3498555654544964e-05	1
6721	2.699711130908993e-05	2
6723	0.0	0
6735	4.049566696363489e-05	3
6738	1.3498555654544964e-05	1
6740	0.0	0
6782	1.3498555654544964e-05	1
6784	1.3498555654544964e-05	1
6804	1.3498555654544964e-05	1
6806	0.0	0
6831	4.049566696363489e-05	3
6833	0.0	0
6862	8.099133392726978e-05	6
6865	0.0	0
6870	1.3498555654544964e-05	1
6872	0.0	0
6889	2.699711130908993e-05	2
6892	1.3498555654544964e-05	1
6894	0.0	0
6909	1.3498555654544964e-05	1
6911	2.699711130908993e-05	2
6914	1.3498555654544964e-05	1
6916	0.0	0
6931	0.0	0
6936	4.049566696363489e-05	3
6938	0.0	0
6980	2.699711130908993e-05	2
6982	0.0	0
7038	2.699711130908993e-05	2
7041	1.3498555654544964e-05	1
7043	0.0	0
7060	4.049566696363489e-05	3
7063	1.3498555654544964e-05	1
7065	0.0	0
7082	1.3498555654544964e-05	1
7104	0.0	0
7156	4.049566696363489e-05	3
7158	0.0	0
7170	1.3498555654544964e-05	1
7192	1.3498555654544964e-05	1
7195	2.699711130908993e-05	2
7197	0.0	0
7217	2.699711130908993e-05	2
7219	0.0	0
7258	0.0	0
7275	2.699711130908993e-05	2
7278	1.3498555654544964e-05	1
7280	0.0	0
7297	2.699711130908993e-05	2
7300	1.3498555654544964e-05	1
7302	0.0	0
7322	2.699711130908993e-05	2
7324	0.0	0
7366	1.3498555654544964e-05	1
7368	0.0	0
7424	6.749277827272481e-05	5
7427	0.0	0
7432	1.3498555654544964e-05	1
7434	0.0	0
7459	2.699711130908993e-05	2
7461	0.0	0
7471	1.3498555654544964e-05	1
7473	2.699711130908993e-05	2
7476	4.049566696363489e-05	3
7478	0.0	0
7490	4.049566696363489e-05	3
7498	2.699711130908993e-05	2
7500	0.0	0
7520	2.699711130908993e-05	2
7522	0.0	0
7537	1.3498555654544964e-05	1
7539	0.0	0
7559	0.0	0
7578	1.3498555654544964e-05	1
7581	1.3498555654544964e-05	1
7583	0.0	0
7600	1.3498555654544964e-05	1
7603	1.3498555654544964e-05	1
7605	0.0	0
7622	1.3498555654544964e-05	1
7691	2.699711130908993e-05	2
7693	0.0	0
7727	4.049566696363489e-05	3
7730	0.0	0
7735	2.699711130908993e-05	2
7737	0.0	0
7749	2.699711130908993e-05	2
7752	1.3498555654544964e-05	1
7754	0.0	0
7774	1.3498555654544964e-05	1
7776	1.3498555654544964e-05	1
7779	2.699711130908993e-05	2
7781	0.0	0
7798	0.0	0
7818	1.3498555654544964e-05	1
7820	0.0	0
7881	4.049566696363489e-05	3
7884	1.3498555654544964e-05	1
7886	0.0	0
7928	1.3498555654544964e-05	1
7930	1.3498555654544964e-05	1
7950	1.3498555654544964e-05	1
7952	0.0	0
7977	5.399422261817986e-05	4
7979	0.0	0
8008	6.749277827272481e-05	5
8011	0.0	0
8016	1.3498555654544964e-05	1
8018	0.0	0
8055	1.3498555654544964e-05	1
8057	2.699711130908993e-05	2
8060	2.699711130908993e-05	2
8062	0.0	0
8077	0.0	0
8096	5.399422261817986e-05	4
8099	1.3498555654544964e-05	1
8101	0.0	0
8126	1.3498555654544964e-05	1
8128	0.0	0
8143	1.3498555654544964e-05	1
8145	1.3498555654544964e-05	1
8165	1.3498555654544964e-05	1
8167	1.3498555654544964e-05	1
8192	4.049566696363489e-05	3
8194	0.0	0
8236	5.399422261817986e-05	4
8238	0.0	0
8250	2.699711130908993e-05	2
8253	1.3498555654544964e-05	1
8255	0.0	0
8272	1.3498555654544964e-05	1
8275	1.3498555654544964e-05	1
8277	0.0	0
8294	0.0	0
8316	0.0	0
8338	0.0	0
8368	0.0001484841121999946	11
8370	0.0	0
8404	1.3498555654544964e-05	1
8421	2.699711130908993e-05	2
8424	1.3498555654544964e-05	1
8426	0.0	0
8451	4.049566696363489e-05	3
8453	0.0	0
8468	1.3498555654544964e-05	1
8487	0.0	0
8509	1.3498555654544964e-05	1
8512	1.3498555654544964e-05	1
8514	0.0	0
8531	1.3498555654544964e-05	1
8539	2.699711130908993e-05	2
8541	0.0	0
8553	0.0	0
8570	6.749277827272481e-05	5
8573	0.0	0
8617	1.3498555654544964e-05	1
8619	1.3498555654544964e-05	1
8639	0.0	0
8666	2.699711130908993e-05	2
8668	0.0	0
8702	4.049566696363489e-05	3
8705	0.0	0
8749	1.3498555654544964e-05	1
8751	1.3498555654544964e-05	1
8754	5.399422261817986e-05	4
8756	0.0	0
8771	2.699711130908993e-05	2
8773	1.3498555654544964e-05	1
8812	1.3498555654544964e-05	1
8815	2.699711130908993e-05	2
8817	0.0	0
8842	2.699711130908993e-05	2
8844	0.0	0
8856	0.0	0
8873	4.049566696363489e-05	3
8876	0.0	0
8917	2.699711130908993e-05	2
8942	0.0	0
8947	2.699711130908993e-05	2
8949	0.0	0
8964	1.3498555654544964e-05	1
8966	2.699711130908993e-05	2
8969	4.049566696363489e-05	3
8971	0.0	0
8983	1.3498555654544964e-05	1
9013	2.699711130908993e-05	2
9015	0.0	0
9027	0.0	0
9052	1.3498555654544964e-05	1
9054	0.0	0
9071	1.3498555654544964e-05	1
9093	1.3498555654544964e-05	1
9118	1.3498555654544964e-05	1
9120	0.0	0
9132	4.049566696363489e-05	3
9135	1.3498555654544964e-05	1
9137	1.3498555654544964e-05	1
9162	1.3498555654544964e-05	1
9164	0.0	0
9179	0.0	0
9184	1.3498555654544964e-05	1
9186	0.0	0
9193	0.0009718960071272374	72
9196	0.0	0
9240	0.0	0
9250	1.3498555654544964e-05	1
9252	0.0	0
9262	0.0	0
9308	4.049566696363489e-05	3
9311	1.3498555654544964e-05	1
9313	0.0	0
9355	1.3498555654544964e-05	1
9357	0.0	0
9377	1.3498555654544964e-05	1
9379	0.0	0
9399	1.3498555654544964e-05	1
9401	0.0	0
9443	1.3498555654544964e-05	1
9445	0.0	0
9509	1.3498555654544964e-05	1
9511	0.0	0
9553	1.3498555654544964e-05	1
9555	0.0	0
9575	1.3498555654544964e-05	1
9577	0.0	0
9619	4.049566696363489e-05	3
9621	0.0	0
9641	4.049566696363489e-05	3
9643	0.0	0
9663	5.399422261817986e-05	4
9665	0.0	0
9699	1.3498555654544964e-05	1
9702	2.699711130908993e-05	2
9704	0.0	0
9721	1.3498555654544964e-05	1
9724	1.3498555654544964e-05	1
9726	0.0	0
9743	0.0	0
9765	1.3498555654544964e-05	1
9804	2.699711130908993e-05	2
9807	1.3498555654544964e-05	1
9809	0.0	0
9834	5.399422261817986e-05	4
9836	0.0	0
9851	1.3498555654544964e-05	1
9853	0.0	0
9870	2.699711130908993e-05	2
9917	1.3498555654544964e-05	1
9919	0.0	0
9939	1.3498555654544964e-05	1
9941	0.0	0
9958	1.3498555654544964e-05	1
9961	1.3498555654544964e-05	1
9963	0.0	0
9980	1.3498555654544964e-05	1
9983	2.699711130908993e-05	2
9985	0.0	0
10002	0.0	0
10085	2.699711130908993e-05	2
10088	1.3498555654544964e-05	1
10090	0.0	0
10107	1.3498555654544964e-05	1
10110	1.3498555654544964e-05	1
10112	0.0	0
10132	1.3498555654544964e-05	1
10134	0.0	0
10173	2.699711130908993e-05	2
10220	1.3498555654544964e-05	1
10222	1.3498555654544964e-05	1
10242	1.3498555654544964e-05	1
10244	1.3498555654544964e-05	1
10247	9.448988958181474e-05	7
10249	0.0	0
10269	0.00010798844523635971	8
10271	0.0	0
10283	1.3498555654544964e-05	1
10286	2.699711130908993e-05	2
10288	0.0	0
10305	0.0	0
10349	0.0	0
10366	2.699711130908993e-05	2
10369	0.0	0
10388	2.699711130908993e-05	2
10391	1.3498555654544964e-05	1
10393	0.0	0
10413	1.3498555654544964e-05	1
10415	0.0	0
10457	1.3498555654544964e-05	1
10459	0.0	0
10501	2.699711130908993e-05	2
10503	0.0	0
10520	2.699711130908993e-05	2
10523	2.699711130908993e-05	2
10525	0.0	0
10537	5.399422261817986e-05	4
10540	0.0	0
10545	1.3498555654544964e-05	1
10547	0.0	0
10567	1.3498555654544964e-05	1
10569	0.0	0
10584	0.0	0
10606	0.0	0
10655	5.399422261817986e-05	4
10657	0.0	0
10677	5.399422261817986e-05	4
10679	0.0	0
10691	2.699711130908993e-05	2
10694	1.3498555654544964e-05	1
10696	0.0	0
10713	1.3498555654544964e-05	1
10716	1.3498555654544964e-05	1
10718	0.0	0
10738	1.3498555654544964e-05	1
10740	0.0	0
10757	1.3498555654544964e-05	1
10779	1.3498555654544964e-05	1
10804	1.3498555654544964e-05	1
10806	0.0	0
10831	0.00032396533570907914	24
10833	0.0	0
10848	1.3498555654544964e-05	1
10850	0.0	0
10862	5.399422261817986e-05	4
10865	0.0	0
10870	4.049566696363489e-05	3
10872	0.0	0
10909	1.3498555654544964e-05	1
10911	0.0	0
10931	0.0	0
10972	1.3498555654544964e-05	1
10975	1.3498555654544964e-05	1
10977	0.0	0
10994	1.3498555654544964e-05	1
10997	2.699711130908993e-05	2
10999	0.0	0
11016	1.3498555654544964e-05	1
11085	1.3498555654544964e-05	1
11087	0.0	0
11099	5.399422261817986e-05	4
11102	0.0	0
11107	1.3498555654544964e-05	1
11109	0.0	0
11146	1.3498555654544964e-05	1
11148	2.699711130908993e-05	2
11168	0.0	0
11195	1.3498555654544964e-05	1
11197	0.0	0
11217	4.049566696363489e-05	3
11219	0.0	0
11226	8.099133392726978e-05	6
11229	0.0	0
11234	1.3498555654544964e-05	1
11236	0.0	0
11253	2.699711130908993e-05	2
11256	1.3498555654544964e-05	1
11258	0.0	0
11273	1.3498555654544964e-05	1
11275	2.699711130908993e-05	2
11278	1.3498555654544964e-05	1
11280	0.0	0
11295	0.0	0
11300	1.3498555654544964e-05	1
11302	0.0	0
11319	2.699711130908993e-05	2
11344	1.3498555654544964e-05	1
11346	0.0	0
11366	1.3498555654544964e-05	1
11368	0.0	0
11388	1.3498555654544964e-05	1
11390	0.0	0
11432	1.3498555654544964e-05	1
11434	0.0	0
11454	1.3498555654544964e-05	1
11456	0.0	0
11498	2.699711130908993e-05	2
11500	0.0	0
11586	5.399422261817986e-05	4
11588	0.0	0
11600	2.699711130908993e-05	2
11603	1.3498555654544964e-05	1
11605	0.0	0
11622	1.3498555654544964e-05	1
11625	2.699711130908993e-05	2
11627	0.0	0
11647	1.3498555654544964e-05	1
11649	0.0	0
11688	2.699711130908993e-05	2
11713	1.3498555654544964e-05	1
11715	0.0	0
11735	4.049566696363489e-05	3
11737	0.0	0
11757	1.3498555654544964e-05	1
11759	0.0	0
11774	1.3498555654544964e-05	1
11776	1.3498555654544964e-05	1
11779	4.049566696363489e-05	3
11781	0.0	0
11881	2.699711130908993e-05	2
11884	1.3498555654544964e-05	1
11886	0.0	0
11925	1.3498555654544964e-05	1
11950	1.3498555654544964e-05	1
11952	0.0	0
11964	2.699711130908993e-05	2
11967	1.3498555654544964e-05	1
11969	0.0	0
11994	2.699711130908993e-05	2
11996	0.0	0
12008	1.3498555654544964e-05	1
12033	1.3498555654544964e-05	1
12035	0.0	0
12055	1.3498555654544964e-05	1
12057	1.3498555654544964e-05	1
12060	5.399422261817986e-05	4
12062	0.0	0
12074	1.3498555654544964e-05	1
12118	1.3498555654544964e-05	1
12143	4.049566696363489e-05	3
12145	0.0	0
12162	0.0	0
12187	2.699711130908993e-05	2
12189	0.0	0
12245	2.699711130908993e-05	2
12248	1.3498555654544964e-05	1
12250	0.0	0
12267	2.699711130908993e-05	2
12270	1.3498555654544964e-05	1
12272	0.0	0
12292	1.3498555654544964e-05	1
12294	1.3498555654544964e-05	1
12336	2.699711130908993e-05	2
12338	0.0	0
